file,title,headline,description,alt_text,caption,keywords,filename_suggestion,renamed_to,status,error
M16A5375.avif,Czyszczenie wentylacji metodą Rotobrush - etap przygotowania,Przygotowanie do czyszczenia wentylacji metodą Rotobrush,Zdjęcie przedstawia pracownika firmy Czyścimy Wentylacje podczas przygotowywania sprzętu do czyszczenia wentylacji metodą Rotobrush.,Pracownik techniczny przygotowuje sprzęt do czyszczenia wentylacji metodą Rotobrush,Technicy firmy Czyścimy Wentylacje wykonują staranne przygotowanie przed rozpoczęciem czyszczenia wentylacji metodą Rotobrush.,"czyszczenie wentylacji, rotobrush, serwis wentylacji, wentylacja mechaniczna, hvac, przygotowanie do pracy, technicy wentylacyjni, czyszczenie kanałów wentylacyjnych",czyszczenie-wentylacji-przygotowanie,czyszczenie-wentylacji-przygotowanie-6.avif,written,
M16A5376.avif,Czyścimy Wentylacje - czyszczenie wentylacji metodą Rotobrush,Pracownik Czyścimy Wentylacje czyste wentylację metodą Rotobrush,"Technik pracujący nad czyszczeniem wentylacji wewnątrz budynku, używając specjalnego sprzętu. Zdjęcie pokazuje etap pracy nad instalacją wentylacyjną.",Pracownik techniczny czyste wentylację metodą Rotobrush w biurze,Technik Czyścimy Wentylacje wykonujący czyszczenie wentylacji metodą Rotobrush wewnątrz budynku.,"czyszczenie wentylacji, rotobrush, serwis wentylacji, wentylacja mechaniczna, hvac, pracownik techniczny, wideart.agency, czyścimywentylacje",technik-czyszczy-wentylacje,technik-czyszczy-wentylacje-2.avif,written,
M16A5378.avif,Pracownik Czyścimy Wentylacje przed zleceniem,Technik rozmawia o czyszczeniu wentylacji metodą Rotobrush,Zdjęcie technika firmy Czyścimy Wentylacje przed rozpoczęciem usługi czyszczenia wentylacji metodą Rotobrush. Technik pracuje na laptopie z projektem.,Technik firmy Czyścimy Wentylacje rozmawia o czyszczeniu wentylacji przed rozpoczęciem pracy,"Pracownik techniczny firmy Czyścimy Wentylacje przed rozpoczęciem usługi czyszczenia wentylacji metodą Rotobrush, pracuje na laptopie z projektem.","czyszczenie wentylacji, rotobrush, pracownik techniczny, wentylacja mechaniczna, hvac, serwis wentylacji, reportaż z realizacji, wideart.agency",technik-przed-zleceniem-czyscimy-wentylacje,technik-przed-zleceniem-czyscimy-wentylacje.avif,written,
M16A5380.avif,Czyszczenie wentylacji metodą Rotobrush - etap pracy,Technik Czyścimy Wentylacje pracuje nad czystością instalacji wentylacyjnej,"Zdjęcie przedstawia technika w trakcie czyszczenia wentylacji metodą Rotobrush. Pracownik ubrany jest w koszulkę z napisem 'Rotobrush' i czerwone rękawiczki, wykonuje pracę nad górnej części jednostki wentylacyjnej.","Technik czyszczy wentylację metodą Rotobrush, stojąc na palcach i używając błękitnego szczotka",Pracownik Czyścimy Wentylacje wykonuje staranną pracę nad czyszczeniem wentylacji w ramach usługi serwisowej.,"czyszczenie wentylacji, rotobrush, serwis wentylacji, technik wentylacyjny, praca techniczna, czyszczenie instalacji wentylacyjnych, usługa wentylacyjna, wideart.agency",technik-czyszczy-wentylacje-rotobrush,technik-czyszczy-wentylacje-rotobrush-2.avif,written,
M16A5386.avif,Czyszczenie wentylacji metodą Rotobrush - Czyścimy Wentylacje,Technicy pracują nad czyszzeniem wentylacji metodą Rotobrush,"Dwaj technicy firmy Czyścimy Wentylacje pracują nad czyszzeniem wentylacji. Jeden z nich znajduje się na platformie, a drugi na ziemi. W tle widoczny mural w kolorze orangej.",Dwaj technicy firmy Czyścimy Wentylacje pracują nad czyszzeniem wentylacji metodą Rotobrush,"Technicy firmy Czyścimy Wentylacje wykonujący czyszczenie wentylacji metodą Rotobrush. Jeden z nich znajduje się na platformie, a drugi na ziemi.","czyszczenie wentylacji, rotobrush, technicy wentylacyjni, praca techniczna, wentylacja mechaniczna, hvac, serwis wentylacji, czyścimywentylacje",techs-cleaning-ducts-with-rotobrush,techs-cleaning-ducts-with-rotobrush.avif,written,
M16A5389.avif,Czyszczenie wentylacji metodą Rotobrush - etap realizacji,Technicy Czyścimy Wentylacje w trakcie czyszczenia wentylacji metodą Rotobrush,"Dwa techniki firmy Czyścimy Wentylacje wykonują czyszczenie wentylacji metodą Rotobrush. Jeden z nich pracuje na stołku, drugi siedzi na podłodze przy instalacji wentylacyjnej.","Dwa technicy firmy Czyścimy Wentylacje wykonują czyszczenie wentylacji metodą Rotobrush. Jeden z nich pracuje na stołku, drugi siedzi na podłodze przy instalacj",Technicy firmy Czyścimy Wentylacje w trakcie realizacji usługi czyszczenia wentylacji metodą Rotobrush. W tle widoczne są elementy instalacji wentylacyjnej oraz kamera zainstalowan,"czyszczenie wentylacji, rotobrush, serwis wentylacji, technicy wentylacji, instalacja wentylacyjna, hvac, praca techniczna, reportaż z realizacji",techs-cleaning-ductwork-with-rotobrush,techs-cleaning-ductwork-with-rotobrush.avif,written,
M16A5395.avif,Czyscimy Wentylacje - Praca Techniczna z Rotobrush,Technicy Czyścimy Wentylacje na platformie podczas czyszczenia wentylacji metodą Rotobrush,"Dwoje techników w t-shirtach Rotobrush pracuje nad czyszczeniem wentylacji - jeden na platformie, drugi pod nią. Platforma niebieska z wyposażeniem do czyszczenia wentylacji.","Technicy Czyścimy Wentylacje w t-shirtach Rotobrush pracują nad czyszczeniem wentylacji - jednego widzimy na platformie, drugiego pod nią. W tle orange hexagony","Dwoje techników Czyścimy Wentylacje w ciemno pomarańczowych t-shirtach z napisem Rotobrush pracuje nad czyszczeniem wentylacji - jeden na platformie, drugi pod nią. W tle widoczne","czyszczenie wentylacji, rotobrush, pracownik techniczny, serwis wentylacji, hvac, czyszczenie instalacji wentylacyjnych, usługi wentylacyjne, technika wentylacyjna",dwoje-technikow-czyscimy-wentylacje,dwoje-technikow-czyscimy-wentylacje.avif,written,
M16A5398.avif,Czyszczenie wentylacji metodą Rotobrush - przygotowanie,Przygotowanie do czyszczenia wentylacji metodą Rotobrush,"Dwójka mężczyzn w t-shirtach z napisem 'Rotobrush' przygotowuje się do pracy, trzymając brosze. Jedna osoba na platformie, druga podtrzymuje go.",Mężczyźni w t-shirtach z napisem Rotobrush przygotowują narzędzia do czyszczenia wentylacji,"Przygotowanie do czyszczenia wentylacji metodą Rotobrush - dwoje mężczyzn trzyma brosze, jedna osoba na platformie, druga podtrzymuje go.","czyszczenie wentylacji, rotobrush, przygotowanie, techniczni pracownicy, naruszanie wentylacyjne, hvac, serwis wentylacji, wentylacja mechaniczna",dwoje-mezczyzn-przygotowani-do-czyszczenia-wentylacji,dwoje-mezczyzn-przygotowani-do-czyszczenia-wentylacji.avif,written,
M16A5399.avif,Pracownicy Czyścimy Wentylacje przygotowują sprzęt,Technicy Czyścimy Wentylacje przed czyszczeniem wentylacji metodą Rotobrush,"Dwójka pracowników firmy Czyścimy Wentylacje przygotowuje sprzęt do czyszczenia wentylacji. Jeden z nich trzyma narzędzie, a drugi nosi t-shirt z nazwą firmy.",Technicy firmy Czyścimy Wentylacje przygotowują sprzęt do czyszczenia wentylacji,Pracownicy Czyścimy Wentylacje przed rozpoczęciem czyszczenia wentylacji metodą Rotobrush. W tle widoczny mur z kwiatakami.,"czyszczenie wentylacji, pracownik techniczny, serwis wentylacji, rotobrush, czyścimywentylacje, hvac, czyszczenie instalacji wentylacyjnych, technicy wentylacji",pracownicy-czyscimy-wentylacje-przygotowani-do-czyszczenia,pracownicy-czyscimy-wentylacje-przygotowani-do-czyszczenia.avif,written,
M16A5408.avif,Czyscimy Wentylacje - Praca z Rotobrush,Technicy Czyścimy Wentylacje pracują nad czyszczeniem wentylacji metodą Rotobrush,"Dwójka techników firmy Czyścimy Wentylacje wykonuje czyszczenie wentylacji za pomocą specjalistycznego sprzętu. Jeden z nich jest na trampolinie, a drugi na ziemi.","Technicy firmy Rotobrush pracują nad czyszczeniem wentylacji, jeden na trampolinie, drugi na ziemi","Dwójka techników Czyścimy Wentylacje wykonuje czyszczenie wentylacji metodą Rotobrush. Jeden z nich jest na trampolinie, a drugi na ziemi.","czyszczenie wentylacji, rotobrush, serwis wentylacji, hvac, technicy wentylacyjni, praca techniczna, sprzęt wentylacyjny, trampolina",techs-working-with-rotobrush,techs-working-with-rotobrush.avif,written,
M16A5411.avif,Czyszczenie wentylacji metodą Rotobrush - dwa pracownicy,Pracownicy Czyścimy Wentylacje podczas czyszczenia wentylacji,"Dwaj pracownicy firmy Czyścimy Wentylacje wykonują usługi czyszczenia wentylacji metodą Rotobrush. Jeden z nich trzyma brokułę, a drugi narzędzie Rotobrush.",Pracownicy firmy Czyścimy Wentylacje podczas czyszczenia wentylacji metodą Rotobrush,"Dwaj pracownicy firmy Czyścimy Wentylacje wykonują usługi czyszczenia wentylacji. Jeden z nich trzyma brokułę, a drugi narzędzie Rotobrush.","czyszczenie wentylacji, rotobrush, pracownicy techniczni, wentylacja mechaniczna, hvac, serwis wentylacji, usługi wentylacyjne, czyścimy wentylacje",czyszczenie-wentylacji-rotobrush-pracownicy,czyszczenie-wentylacji-rotobrush-pracownicy.avif,written,
M16A5424.avif,Przygotowanie do czyszczenia wentylacji metodą Rotobrush,Technicy Czyścimy Wentylacje przed rozpoczęciem czyszczenia wentylacji,Zdjęcie pokazuje techników firmy Czyścimy Wentylacje przygotowujących się do czyszczenia wentylacji metodą Rotobrush. Pracownicy sprawdzają sprzęt i ustalają plan realizacji usługi.,Technicy firmy Czyścimy Wentylacje przygotowują się do czyszczenia wentylacji metodą Rotobrush,"Przed rozpoczęciem czyszczenia wentylacji, technicy firmy Czyścimy Wentylacje sprawdzają sprzęt i ustalają plan realizacji usługi.","czyszczenie wentylacji, rotobrush, serwis wentylacji, wentylacja mechaniczna, hvac, pracownik techniczny, wideart.agency, czyścimywentylacje",technicy-przygotowanie-czyszczenia-wentylacji,technicy-przygotowanie-czyszczenia-wentylacji.avif,written,
M16A5429.avif,Pracownik Czyścimy Wentylacje przed zleceniem,Technik przygotowuje się do czyszczenia wentylacji metodą Rotobrush,"Zdjęcie pokazujące pracownika firmy Czyścimy Wentylacje siedzącego przed laptopem, gotowego do rozpoczęcia zlecenia czyszczenia wentylacji.","Pracownik techniczny firmy Czyścimy Wentylacje siedzi przy otwartym laptopie, przygotowując się do realizacji zlecenia czyszczenia wentylacji metodą Rotobrush",Technik pracujący w firmie Czyścimy Wentylacje przygotowuje się do wykonania zlecenia czyszczenia wentylacji metodą Rotobrush.,"czyszczenie wentylacji, rotobrush, pracownik techniczny, wentylacja mechaniczna, hvac, serwis wentylacji, usługi wentylacyjne, czyścimywentylacje.com.pl",technik-przygotowuje-sie-do-zlecenia-czyszczenia-wentylacji,technik-przygotowuje-sie-do-zlecenia-czyszczenia-wentylacji.avif,written,
M16A5430.avif,Pracownik Czyścimy Wentylacje przygotowuje się do czyszczenia wentylacji,Technik Czyścimy Wentylacje korzysta z laptopa przed rozpoczęciem pracy,Zdjęcie pokazujące pracownika firmy Czyścimy Wentylacje przygotowującego się do czyszczenia wentylacji za pomocą laptopa na wózku. W tle widoczny jest stojak z klawiaturą i ekranem.,Pracownik firmy Czyścimy Wentylacje korzysta z laptopa na wózku przed rozpoczęciem czyszczenia wentylacji,"Technik Czyścimy Wentylacje przygotowuje się do realizacji usługi czyszczenia wentylacji metodą Rotobrush, korzystając z laptopa na wózku.","czyszczenie wentylacji, pracownik techniczny, laptop, wentylacja mechaniczna, serwis wentylacji, wideart.agency, czyścimywentylacje.com.pl, rotobrush",technik-przygotowuje-sie-do-czyszczenia-wentylacji,technik-przygotowuje-sie-do-czyszczenia-wentylacji-11.avif,written,
M16A5431.avif,Technik przygotowuje Rotobrush do czyszczenia wentylacji,Przygotowanie urządzenia Rotobrush przed rozpoczęciem pracy,"Zdjęcie technika, który przygotowuje urządzenie Rotobrush do czyszczenia wentylacji w profesjonalnym środowisku. Technik korzysta z remota do ustawień urządzenia.",Technik przygotowujący Rotobrush do czyszczenia wentylacji za pomocą remote,Przygotowanie urządzenia Rotobrush przed rozpoczęciem czyszczenia wentylacji w profesjonalnym środowisku,"czyszczenie wentylacji, rotobrush, serwis wentylacji, technik wentylacyjny, przygotowanie do pracy, czyszczenie kanałów wentylacyjnych, hvac, wideart.agency",technik-przygotowuje-rotobrush-do-czyszczenia-wentylacji,technik-przygotowuje-rotobrush-do-czyszczenia-wentylacji.avif,written,
M16A5440.avif,Przygotowanie do czyszczenia wentylacji metodą Rotobrush,Technik przygotowuje sprzęt przed czyszczeniem wentylacji,"Zdjęcie pokazujące technika w czarnym t-shirt i czerwonych rękawiczkach stojącego na metalowej platformie z wyposażeniem do czyszczenia wentylacji, w tym sprężynką i kablami.",Technik przygotowujący sprzęt do czyszczenia wentylacji metodą Rotobrush,Przygotowanie do realizacji usługi czyszczenia wentylacji - technik sprawdza wyposażenie przed rozpoczęciem pracy.,"czyszczenie wentylacji, rotobrush, serwis wentylacji, przygotowanie, techniczny, wideart.agency, czyścimywentylacje, sprzęt",technik-przygotowuje-sprzet-do-czyszczenia-wentylacji,technik-przygotowuje-sprzet-do-czyszczenia-wentylacji-2.avif,written,
M16A5441.avif,Czyszczenie wentylacji metodą Rotobrush - Czyścimy Wentylacje,Pracownik Czyścimy Wentylacje czysti wentylację metodą Rotobrush,Zdjęcie przedstawia pracownika firmy Czyścimy Wentylacje w trakcie realizacji usługi czyszczenia wentylacji metodą Rotobrush.,Pracownik firmy Czyścimy Wentylacje czysti wentylację metodą Rotobrush,Techniczni pracownicy Czyścimy Wentylacje wykonują usługi czyszczenia wentylacji metodą Rotobrush.,"czyszczenie wentylacji, rotobrush, serwis wentylacji, wentylacja mechaniczna, hvac, usługi wentylacyjne, obsługa techniczna, reportaż z realizacji",pracownik-czyscimy-wentylacje-czyszczenie-gotobrush,pracownik-czyscimy-wentylacje-czyszczenie-gotobrush.avif,written,
M16A5451.avif,Czyszczenie wentylacji metodą Rotobrush,Technik czyste wentylację metodą Rotobrush,"Zdjęcie przedstawia technika czyszczącego wentylację za pomocą urządzenia Rotobrush na zewnątrz. Technik trzyma w ręku czerwoną część urządzenia, a tło tworzy szara gruzowa powierzchnia.",Technik czyst wentylację metodą Rotobrush na zewnątrz,Technik pracujący nad czyszczeniem wentylacji za pomocą urządzenia Rotobrush. Zdjęcie wykonane przez wideart.agency dla Czyścimy Wentylacje.,"czyszczenie wentylacji, rotobrush, technik wentylacyjny, praca techniczna, hvac, wentylacja mechaniczna, serwis wentylacji, wideart.agency",technik-czysci-wentylacje-rotobrush,technik-czysci-wentylacje-rotobrush-2.avif,written,
M16A5457.avif,Czyścimy Wentylacje - Praca nad czyszczeniem wentylacji metodą Rotobrush,Technicy Czyścimy Wentylacje pracują nad czyszczeniem wentylacji metodą Rotobrush,Dwaj technicy firmy Czyścimy Wentylacje wykonujący usługi czyszczenia wentylacji metodą Rotobrush.,Technicy firmy Czyścimy Wentylacje pracują nad czyszczeniem wentylacji metodą Rotobrush,Dwaj technicy firmy Czyścimy Wentylacje wykonujący usługi czyszczenia wentylacji metodą Rotobrush.,"czyszczenie wentylacji, rotobrush, technicy wentylacyjni, usługa wentylacyjna, praca techniczna, czyścimy wentylacje, wideart.agency, serwis wentylacji",czyscimy-wentylacje-rotobrush,czyscimy-wentylacje-rotobrush.avif,written,
M16A5460.avif,Pracownicy Czyścimy Wentylacje przed zleceniem,Drużyna Czyścimy Wentylacje gotowa do realizacji usługi czyszczenia wentylacji metodą Roto,"Zdjęcie pokazuje dwóch pracowników firmy Czyścimy Wentylacje przed rozpoczęciem zlecenia. Stoją przed białym furgonetką z logo firmy, gotowi do realizacji usługi czyszczenia wentylacji metodą Rotobrush.",Dwa pracownicy Czyścimy Wentylacje stoją przed białym furgonetką z logo firmy,Pracownicy Czyścimy Wentylacje gotowi do rozpoczęcia czyszczenia wentylacji metodą Rotobrush. Zdjęcie wykonane przez wideart.agency.,"czyszczenie wentylacji, pracownik techniczny, wideart.agency, czyścimywentylacje, furgonetka, gotowość do pracy, czyszczenie instalacji wentylacyjnych, rotobrush",druzy-na-furgonetce-czyscimy-wentylacje,druzy-na-furgonetce-czyscimy-wentylacje.avif,written,
M16A5462.avif,Pracownicy Czyścimy Wentylacje przed zleceniem czyszczenia wentylacji,Drużyna Czyścimy Wentylacje gotowa do realizacji usługi czyszczenia wentylacji metodą Roto,Zdjęcie pokazuje dwóch pracowników firmy Czyścimy Wentylacje przed rozpoczęciem zlecenia czyszczenia wentylacji. Obydwaj noszą t-shirt'y z napisem 'Rotobrush'. Za nimi widoczny jest biały furgonetka z logo firmy.,Dwa osoby w t-shirtach Rotobrush przed białym furgonetkiem Centy Wentylacje,Pracownicy Czyścimy Wentylacje gotowi do realizacji usługi czyszczenia wentylacji metodą Rotobrush. Za nimi widoczny jest ich transport.,"czyszczenie wentylacji, rotobrush, pracownik techniczny, furgonetka, wentylacja mechaniczna, serwis wentylacji, czyścimy wentylacje, hvac",druzy-na-poczatku-zlecenia,druzy-na-poczatku-zlecenia.avif,written,
M16A5469.avif,Przygotowanie do czyszczenia wentylacji metodą Rotobrush,Technicy Czyścimy Wentylacje przed rozpoczęciem czyszczenia wentylacji,Zdjęcie pokazuje pracownika firmy Czyścimy Wentylacje przygotowującego się do realizacji usługi czyszczenia wentylacji metodą Rotobrush.,Pracownik techniczny firmy Czyścimy Wentylacje przygotowuje się do czyszczenia wentylacji metodą Rotobrush,Technicy firmy Czyścimy Wentylacje wykonują staranne przygotowania przed rozpoczęciem czyszczenia wentylacji metodą Rotobrush.,"czyszczenie wentylacji, rotobrush, serwis wentylacji, wentylacja mechaniczna, hvac, pracownik techniczny, czyścimywentylacje.com.pl, czyszczenie kanałów wentylacyjnych",technicy-przygotowanie-do-czyszczenia-wentylacji,technicy-przygotowanie-do-czyszczenia-wentylacji-2.avif,written,
